performer_id,name,is_active,country_id,genre
82,Post Malone 742,True,294,Indie
83,Steve Aoki 990,False,359,J-Pop
84,Zedd 100,False,127,Ambient
85,Merrill Chaves,False,79,House
86,Hardwell 711,False,851,R&B
87,Diplo 944,True,410,Latin
88,Hardwell 838,True,298,Folk
89,Zedd 265,False,918,Classical
90,Dione Holdren,False,199,Electronic
91,Diplo 35,True,551,Indie
92,Lilah Thom,True,405,Dubstep
93,Avicii 696,False,328,Dubstep
94,Moishe Grayham,False,376,Trance
95,Denney Blaik,True,772,Indie
96,Avicii 547,True,862,Dubstep
97,Diplo 368,True,626,Techno
98,Post Malone 471,False,425,Ambient
99,Martin Garrix 262,True,857,K-Pop
100,Sia 188,True,743,Drum & Bass
101,Blondy MacDearmaid,True,917,Blues
102,Chrystel Vamplus,False,102,House
103,Kiersten Elrick,True,510,Blues
104,Steve Ambrosetti,True,437,Alternative
105,Melinda Armin,False,879,Trance
106,Skrillex 777,False,707,Punk
107,Finlay Rey,True,635,Trance
108,Chrystel Vamplus,True,852,Grunge
109,Tiësto 674,False,992,Opera
110,Deadmau5 456,False,498,Jazz
111,Ray Whyborn,True,846,Blues
112,Travis Scott 967,True,780,Classical
113,Kygo 940,True,761,Reggae
114,Post Malone 949,False,153,Pop
115,Kygo 445,False,473,Dubstep
116,Marrilee Laird,True,918,Trance
117,Avicii 41,False,409,Trance
118,Shawn Mendes 163,True,683,Metal
119,Sam Smith 640,False,255,Country
120,Zedd 826,False,597,HipHop
121,Kygo 459,False,306,Trance
122,David Guetta 152,True,265,Soul
123,Nevile Parriss,True,703,Funk
124,Martin Garrix 463,False,228,Electronic
125,Jae Tranckle,True,179,Grunge
126,Drake 630,False,243,Soul
127,Zedd 186,True,906,Classical
128,Martin Garrix 169,False,428,Country
129,Saxon Okell,True,902,Hardstyle
130,Lizzo 21,True,999,Punk
131,Drake 282,False,815,Reggae
132,Marshmello 360,False,465,Latin
133,Justin Bieber 569,True,360,Jazz
134,Harry Styles 151,False,172,Gospel
135,Lady Gaga 794,True,216,R&B
136,Kygo 78,False,393,Latin
137,Genna Skamal,False,288,Reggae
138,Marshmello 195,True,31,Ambient
139,Harry Styles 698,True,42,Chillout
140,Deadmau5 599,False,449,J-Pop
141,Drake 437,False,48,Ska
142,Edwina Yelden,False,660,House
143,Melinda Armin,False,447,Indie
144,Travis Scott 797,True,578,Lounge
145,Justin Bieber 461,True,201,Folk
146,Travis Scott 140,True,719,Ambient
147,Bruno Mars 173,True,180,Hardstyle
148,Lizzo 301,True,888,Blues
149,Alesso 650,True,922,Funk
150,Broddie Bletsoe,True,685,Hardstyle
151,Jolene McNay,False,915,Hardstyle
152,Zedd 965,False,12,Indie
153,Joete Fobidge,False,549,Funk
154,Merrill Chaves,False,102,Classical
155,Hardwell 966,False,785,Latin
156,Halsey 615,True,879,Electronic
157,David Guetta 348,False,548,Ska
158,Alesso 252,False,268,Jazz
159,Ariana Grande 641,True,817,Indie
160,Bruno Mars 1000,False,938,Chillout
161,Zedd 287,False,757,Ambient
162,Barney Sanham,True,542,Hardstyle
163,Keeley Maton,False,880,Rock
164,Marshmello 312,False,512,Country
165,Caryl Jerwood,False,728,Opera
166,David Guetta 50,False,228,Soul
167,Zedd 552,True,213,House
168,Isadora Quakley,False,85,K-Pop
169,Ed Sheeran 916,False,985,Alternative
170,Steve Aoki 2,False,703,R&B
171,Harry Styles 876,True,560,Alternative
172,Calvin Harris 585,True,957,Country
173,Marshmello 310,True,296,Trance
174,David Guetta 227,True,747,Metal
175,Dua Lipa 579,True,957,Punk
176,Omero Garbott,True,621,HipHop
177,Barney Sanham,False,345,EDM
178,Deadmau5 20,False,576,Funk
179,Tiësto 550,False,242,Drum & Bass
180,Kygo 768,False,86,Pop
181,Lizzo 340,False,829,Chillout
182,Melinda Armin,False,442,Latin
183,Marshmello 892,False,820,Lounge
184,Esra Mackerel,True,411,EDM
185,Calvin Harris 240,True,433,Gospel
186,The Weeknd 110,True,286,Dubstep
187,Genna Skamal,True,697,Metal
188,Tiësto 662,True,607,Reggae
189,Zedd 59,False,374,Electronic
190,Khalid 426,False,372,Ambient
191,Calvin Harris 394,False,770,J-Pop
192,Ariana Grande 921,False,955,K-Pop
193,Lady Gaga 710,True,617,Grunge
194,Lilah Thom,True,670,House
195,Lady Gaga 216,False,921,J-Pop
196,Skrillex 885,True,915,Funk
197,Taylor Swift 966,True,315,Hardstyle
198,Harry Styles 961,False,619,Dubstep
199,Billie Eilish 237,True,810,Indie
200,Thaxter Cully,False,990,Lounge
201,David Guetta 409,True,305,Pop
202,Sam Smith 413,False,964,Country
203,Harry Styles 716,False,495,Trance
204,Tiësto 137,False,748,Classical
205,Martin Garrix 254,False,536,Jazz
206,Avicii 160,True,390,Grunge
207,Hardwell 359,True,864,Pop
208,Avicii 254,True,156,Ambient
209,Khalid 21,False,304,Disco
210,Khalid 429,True,465,Indie
211,Augustine Bringloe,True,660,Latin
212,Craig Stapforth,True,411,Jazz
213,Armin van Buuren 935,False,527,Punk
214,Garrard Bartosek,True,969,Country
215,Ariana Grande 629,False,612,Soul
216,Alesso 856,True,982,R&B
217,Kygo 85,False,166,Jazz
218,Bartholomew Daniaud,False,581,Grunge
219,Ellynn Leech,True,271,Dubstep
220,Marshmello 450,True,414,Electronic
221,Diplo 214,False,29,Techno
222,Travis Scott 994,True,317,Gospel
223,Marrilee Laird,True,687,Metal
224,Eolanda Enden,True,660,Ambient
225,Avicii 177,True,337,Disco
226,Zedd 38,False,173,Rock
227,Nye Goodison,False,134,Pop
228,Steve Aoki 92,False,77,Trance
229,Cullin Dreinan,False,416,Chillout
230,Hardwell 906,False,763,Classical
231,Bruno Mars 141,True,748,Chillout
232,Calvin Harris 679,True,839,HipHop
233,Travis Scott 317,False,317,J-Pop
234,Travis Scott 550,False,716,Folk
235,David Guetta 341,False,333,Classical
236,Martin Garrix 435,True,260,Ska
237,Jandy O'Scully,False,508,Country
238,Halsey 881,True,496,Lounge
239,Martin Garrix 791,True,1000,Drum & Bass
240,Ed Sheeran 110,False,373,Metal
241,Goldia Gilford,True,918,Latin
242,Sky Brandli,True,771,Hardstyle
243,Moselle Matton,True,716,Techno
244,Thaxter Cully,False,651,Metal
245,David Guetta 752,False,449,Soul
246,Deadmau5 611,False,153,Funk
247,Sam Smith 422,True,146,J-Pop
248,The Weeknd 313,True,4,Country
249,Lolita Petricek,False,255,Ska
250,Alesso 129,True,405,Drum & Bass
251,Sia 385,False,690,Blues
252,Daron Rathbone,False,7,Alternative
253,Diplo 443,True,821,Trance
254,Allison Seifert,True,552,Chillout
255,Marshmello 235,False,110,House
256,Taylor Swift 645,False,880,Chillout
257,Marshmello 831,True,769,Electronic
258,Marshmello 461,True,704,Disco
259,Adele 311,True,386,House
260,Ellynn Leech,False,780,Folk
261,Ariana Grande 699,False,755,Gospel
262,Deadmau5 541,True,826,Lounge
263,Zedd 358,False,317,Ska
264,Martin Garrix 46,True,289,Disco
265,Khalid 33,False,938,R&B
266,Cynde Coraini,True,306,K-Pop
267,Harry Styles 556,False,857,Punk
268,Shawn Mendes 22,True,271,Electronic
269,Dua Lipa 297,False,620,Indie
270,Armin van Buuren 999,True,108,Electronic
271,Travis Scott 875,False,914,Electronic
272,Marshmello 918,False,209,Folk
273,Avicii 440,False,188,EDM
274,Zedd 804,False,166,Gospel
275,Emlynn Barabisch,True,967,Pop
276,Roderic Wilflinger,True,395,Alternative
277,Halsey 667,False,660,Soul
278,Selene Burl,True,132,Folk
279,Post Malone 728,True,62,Country
280,Dallas Vasyutkin,True,606,House
281,Calvin Harris 86,False,134,Techno
282,Daron Rathbone,True,341,Jazz
283,Deadmau5 409,True,824,K-Pop
284,Camila Volker,True,563,EDM
285,Diplo 806,True,697,Punk
286,Halsey 848,False,933,Disco
287,David Guetta 418,True,272,Hardstyle
288,Justin Bieber 531,False,236,Disco
289,Alesso 638,False,453,HipHop
290,Claudianus Nottingham,True,958,Funk
291,Steve Aoki 883,True,329,EDM
292,Lady Gaga 191,True,628,Funk
293,Lizzo 603,False,381,Latin
294,Marshmello 48,True,349,Chillout
295,Diplo 666,True,38,Trance
296,Post Malone 593,False,73,Jazz
297,The Weeknd 728,False,114,Country
298,Zedd 960,False,760,Soul
299,Calvin Harris 418,False,443,Dubstep
300,Diplo 389,True,708,Gospel
301,Denney Blaik,True,229,Classical
302,Avicii 166,False,864,Classical
303,Waylan Marquand,True,850,Reggae
304,Harry Styles 174,True,692,Opera
305,Antonia Butlin,False,624,Punk
306,Skrillex 359,True,832,Chillout
307,Deadmau5 641,False,647,J-Pop
308,Martin Garrix 617,False,654,Folk
309,Drake 503,True,801,Classical
310,Sky Brandli,True,492,R&B
311,Ber Rubert,False,146,Jazz
312,Post Malone 469,True,88,Funk
313,Judah Rudloff,False,652,Soul
314,Lizzo 545,True,380,R&B
315,Ed Sheeran 119,True,808,Latin
316,Halsey 593,False,348,Electronic
317,Lady Gaga 178,False,571,Folk
318,Calvin Harris 798,True,403,Folk
319,Justin Bieber 698,True,653,Dubstep
320,Martin Garrix 957,True,96,Disco
321,Harry Styles 192,False,16,EDM
322,Bruno Mars 207,False,88,Disco
323,Calvin Harris 362,True,705,Indie
324,The Weeknd 982,True,18,Chillout
325,Sam Smith 72,True,340,Hardstyle
326,Taylor Swift 332,False,883,Latin
327,Papageno Wratten,False,269,Grunge
328,Giustina Wells,False,390,Latin
329,Steve Aoki 251,True,532,Disco
330,Billie Eilish 533,True,478,Country
331,Selene Burl,False,167,Funk
332,Martin Garrix 800,False,299,Latin
333,Taylor Swift 160,True,346,Soul
334,Jolene McNay,False,709,Techno
335,Alexander Callan,True,162,Disco
336,Kayne McElwee,False,827,Disco
337,Antonia Butlin,True,496,Drum & Bass
338,Jae Tranckle,False,641,Grunge
339,David Guetta 401,False,137,Ambient
340,Moishe Grayham,False,191,Rock
341,Marshmello 352,True,774,Opera
342,Ed Sheeran 207,False,671,Techno
343,Martin Garrix 2,True,772,Electronic
344,Joete Fobidge,True,598,Techno
345,Broddie Bletsoe,True,289,Drum & Bass
346,Harry Styles 842,True,728,Electronic
347,Drake 1,False,706,Reggae
348,Alesso 147,False,574,Alternative
349,Zedd 868,True,16,Hardstyle
350,Kygo 488,True,355,Indie
351,Isadora Quakley,False,523,Funk
352,Lizzo 870,False,214,EDM
353,Armin van Buuren 424,True,736,House
354,Tiësto 351,True,51,Latin
355,Camila Volker,True,914,Rock
356,Marrilee Laird,False,240,Folk
357,Zedd 16,True,249,Electronic
358,Sam Smith 638,True,171,Trance
359,Sam Smith 928,True,700,Indie
360,Ellynn Leech,False,579,J-Pop
361,Martin Garrix 164,True,260,Indie
362,Maurine Cridlon,True,257,Blues
363,Dua Lipa 507,True,247,Techno
364,Diplo 968,False,350,Dubstep
365,Kygo 672,True,708,Latin
366,Steve Ambrosetti,True,871,Lounge
367,Tiësto 346,True,609,Disco
368,Lizzo 504,False,636,Chillout
369,Keeley Maton,True,679,Jazz
370,Diplo 197,False,951,Gospel
371,Avicii 381,False,257,Hardstyle
372,Cullin Dreinan,False,695,Lounge
373,Giustina Wells,False,447,Electronic
374,Bartholomew Daniaud,True,738,Chillout
375,Armin van Buuren 781,True,649,Indie
376,David Guetta 215,False,402,Metal
377,Diplo 389,False,540,Rock
378,Lady Gaga 36,True,796,Punk
379,Deadmau5 682,True,781,Rock
380,Phillida Lukianovich,True,853,Reggae
381,Hardwell 851,False,863,Techno
382,Calvin Harris 999,True,442,Classical
383,Goldia Gilford,True,983,Ambient
384,Tiësto 597,True,171,HipHop
385,Ed Sheeran 27,False,679,Chillout
386,Garrard Bartosek,False,367,Metal
387,Krystalle Karim,True,186,Latin
388,Bartholomew Daniaud,False,991,HipHop
389,Steve Aoki 161,True,559,Ska
390,Khalid 963,True,909,Latin
391,Billie Eilish 660,True,871,Alternative
392,The Weeknd 857,False,613,EDM
393,Melinda Armin,False,568,Alternative
394,Avicii 890,True,327,HipHop
395,Harry Styles 363,True,300,HipHop
396,Giustina Wells,True,653,Folk
397,Drake 911,True,687,R&B
398,Mercy Rymer,False,256,K-Pop
399,Myrah Chretien,True,686,J-Pop
400,Betty Orrobin,False,678,EDM
401,Post Malone 294,False,540,Metal
402,Calvin Harris 720,False,29,Lounge
403,Calvin Harris 977,True,392,HipHop
404,Martin Garrix 321,True,177,Dubstep
405,Deadmau5 41,True,773,Gospel
406,Hardwell 876,False,640,J-Pop
407,Bruno Mars 512,True,336,Disco
408,David Guetta 35,False,91,Drum & Bass
409,Justin Bieber 960,False,429,K-Pop
410,Sia 441,True,79,Pop
411,Kygo 422,True,688,J-Pop
412,Armin van Buuren 426,True,767,Gospel
413,Travis Guilloneau,True,419,Trance
414,Bruno Mars 302,True,282,Classical
415,Broddie Bletsoe,False,428,HipHop
416,Kygo 142,False,231,Techno
417,Adele 490,False,989,Disco
418,Phillida Lukianovich,True,297,Funk
419,David Guetta 855,False,435,Opera
420,Mercy Rymer,True,642,EDM
421,Adele 373,True,928,Dubstep
422,Isadora Quakley,False,158,Disco
423,Goldia Gilford,False,71,Dubstep
424,Eolanda Screwton,True,846,Gospel
425,Kygo 440,True,39,Rock
426,Ariana Grande 734,False,609,Funk
427,Skrillex 107,False,870,Lounge
428,Dua Lipa 477,True,401,R&B
429,Sam Smith 894,True,672,Disco
430,Taylor Swift 376,True,219,Reggae
431,David Guetta 356,False,306,Soul
432,Garrard Bartosek,True,89,Country
433,Merrill Chaves,False,179,Latin
434,Ed Sheeran 460,True,930,House
435,Deadmau5 697,True,305,EDM
436,Halsey 348,True,936,Disco
437,Hardwell 132,True,575,Classical
438,Armin van Buuren 439,True,350,Grunge
439,David Guetta 878,False,983,Classical
440,Travis Scott 321,True,884,Jazz
441,Shawn Mendes 441,True,175,J-Pop
442,Phillida Lukianovich,False,3,Pop
443,Lady Gaga 72,True,796,Ambient
444,Lolita Petricek,False,348,Indie
445,Avicii 735,True,857,R&B
446,Shawn Mendes 152,False,751,Opera
447,Zedd 393,False,612,Disco
448,Barney Sanham,True,649,Drum & Bass
449,Mora Pepperd,True,963,Soul
450,Drake 530,False,336,Punk
451,Billie Eilish 693,False,812,HipHop
452,Hardwell 855,False,103,Ska
453,Travis Scott 350,False,477,Funk
454,Zedd 456,True,899,K-Pop
455,Loretta Frow,False,144,Blues
456,Hardwell 956,False,558,Lounge
457,Quinn Mains,False,224,Metal
458,Khalid 109,True,110,Metal
459,Sia 917,False,847,Metal
460,Hardwell 147,True,752,Punk
461,Sam Smith 711,True,43,K-Pop
462,Zedd 544,False,36,House
463,Crista Pond-Jones,False,253,House
464,Row Glyssanne,False,965,J-Pop
465,Caryl Jerwood,False,341,Ska
466,Dua Lipa 662,True,735,Ska
467,Quinn Mains,False,569,House
468,Tiësto 163,False,437,Soul
469,Vonny Leachman,False,114,Folk
470,Bruno Mars 256,True,822,Metal
471,Skrillex 365,False,625,Disco
472,Khalid 281,True,871,Drum & Bass
473,Martin Garrix 49,True,477,Opera
474,Skrillex 362,True,729,Drum & Bass
475,Lavina Halpeine,True,994,Drum & Bass
476,Hardwell 526,False,444,Rock
477,Marshmello 944,False,832,Classical
478,Hardwell 787,False,136,HipHop
479,Skrillex 213,True,783,Indie
480,Ariana Grande 473,False,528,Indie
481,Maurine Cridlon,True,927,Opera
482,Post Malone 528,False,562,HipHop
483,Marshmello 637,False,66,Chillout
484,Eolanda Screwton,True,514,Electronic
485,Isadora Quakley,False,205,Chillout
486,Alesso 516,False,116,EDM
487,Marshmello 412,False,222,Dubstep
488,Agnes Wickes,True,641,Metal
489,Fairfax Feasey,False,283,Dubstep
490,Skrillex 728,False,221,Trance
491,David Guetta 318,False,512,Dubstep
492,Ellynn Leech,False,773,Drum & Bass
493,Deadmau5 497,False,260,Rock
494,Clarabelle Knatt,True,810,Electronic
495,David Guetta 332,True,582,K-Pop
496,Ariana Grande 230,True,242,Disco
497,Kygo 122,False,275,Blues
498,Travis Scott 730,False,129,Classical
499,Broddie Bletsoe,True,20,Soul
500,Khalid 730,True,937,Blues
501,Travis Scott 968,False,502,Gospel
502,Denney Blaik,True,88,Funk
503,Taylor Swift 26,True,964,Chillout
504,Kygo 606,True,939,Trance
505,Travis Scott 320,False,702,Rock
506,Dione Holdren,False,28,Opera
507,Halsey 950,True,184,Hardstyle
508,Saxon Okell,False,904,Pop
509,Hardwell 312,True,957,Trance
510,Bartholomew Daniaud,True,560,Ska
511,Marshmello 427,True,389,Ska
512,Halsey 43,True,920,Indie
513,Marshmello 334,True,357,HipHop
514,Dua Lipa 424,False,934,Grunge
515,Drake 59,False,500,Soul
516,Adele 215,False,876,R&B
517,Shawn Mendes 791,True,62,Pop
518,Marshmello 409,True,500,Ambient
519,Eolanda Enden,True,653,Disco
520,Lilah Thom,False,437,Chillout
521,Martin Garrix 427,True,134,R&B
522,Calvin Harris 440,True,311,Electronic
523,Steve Aoki 788,True,91,Metal
524,Blondy MacDearmaid,False,437,HipHop
525,Bruno Mars 254,False,762,Alternative
526,Maurine Cridlon,True,989,Lounge
527,Caryl Jerwood,False,482,Electronic
528,Deadmau5 995,False,199,R&B
529,Steve Aoki 761,False,66,Opera
530,Shawn Mendes 602,False,317,Latin
531,Josephina Coysh,False,124,Techno
532,The Weeknd 830,True,498,Opera
533,Steve Aoki 969,True,32,J-Pop
534,Waylan Marquand,True,85,Jazz
535,Steve Aoki 992,True,857,Indie
536,The Weeknd 236,True,495,Electronic
537,Shawn Mendes 745,False,951,Disco
538,Moselle Matton,True,400,Ambient
539,Hardwell 246,True,287,Lounge
540,Dua Lipa 558,False,529,Rock
541,Lady Gaga 870,True,765,Alternative
542,Halsey 853,True,836,Grunge
543,Steve Aoki 858,False,916,Indie
544,Papageno Wratten,True,377,Alternative
545,Kassey Yepiskov,True,734,Funk
546,Giustina Wells,True,516,Indie
547,Alesso 471,False,300,Jazz
548,Alesso 701,False,417,Jazz
549,Terry Hathaway,True,203,Country
550,Adele 594,True,30,Gospel
551,Post Malone 12,False,202,Ska
552,Adele 161,True,228,Pop
553,Hardwell 536,False,100,Dubstep
554,Billie Eilish 982,False,990,House
555,Waylan Marquand,False,917,Classical
556,Martin Garrix 960,False,699,Rock
557,Skrillex 172,False,378,Trance
558,Adele 248,True,226,Hardstyle
559,Cassy Roskeilly,False,659,Classical
560,Khalid 732,True,666,Lounge
561,Cassy Roskeilly,True,466,Indie
562,Esra Mackerel,True,103,HipHop
563,Zedd 292,True,692,Reggae
564,Carlyle Geri,False,665,House
565,Skrillex 476,True,554,Soul
566,Zedd 699,False,541,Indie
567,Nye Goodison,True,492,Latin
568,The Weeknd 169,True,195,Rock
569,Kygo 975,True,930,Folk
570,Eolanda Screwton,True,118,Metal
571,Josephina Coysh,False,776,Lounge
572,Craig Stapforth,False,816,Soul
573,Deadmau5 471,True,950,Folk
574,David Guetta 881,False,921,Latin
575,Skrillex 468,False,918,Pop
576,Esra Mackerel,True,66,Gospel
577,Tiësto 689,True,314,Opera
578,Avicii 998,True,504,EDM
579,Lady Gaga 817,False,995,Pop
580,Armin van Buuren 34,True,769,K-Pop
581,Claudianus Nottingham,True,531,Techno
582,Marrilee Laird,True,922,Indie
583,Ed Sheeran 776,False,231,HipHop
584,Martin Garrix 892,False,228,Punk
585,Jae Tranckle,False,166,Alternative
586,Bruno Mars 290,False,525,Chillout
587,Zedd 472,True,794,Jazz
588,Dua Lipa 46,False,564,Opera
589,Blondy MacDearmaid,False,817,Punk
590,Hamel Bromet,False,915,Blues
591,Calvin Harris 140,True,322,Dubstep
592,Alesso 685,True,926,Dubstep
593,Omero Garbott,False,118,Dubstep
594,Kygo 337,False,559,Dubstep
595,Jolene McNay,False,332,Soul
596,Finlay Rey,False,385,Lounge
597,Alesso 384,False,550,Grunge
598,Bruno Mars 462,True,352,Ska
599,Garrard Bartosek,True,672,Metal
600,Lady Gaga 785,False,272,Alternative
601,Ariana Grande 810,True,331,Disco
602,Drake 890,False,606,Lounge
603,Lizzo 235,False,619,Reggae
604,The Weeknd 585,True,738,EDM
605,Ariana Grande 74,True,397,Grunge
606,Steve Aoki 678,False,605,J-Pop
607,Cassy Roskeilly,False,249,Alternative
608,Zedd 647,True,469,J-Pop
609,Emlynn Barabisch,True,693,Chillout
610,Armin van Buuren 287,True,328,Ska
611,Billie Eilish 856,True,406,House
612,Eolanda Screwton,True,785,K-Pop
613,David Guetta 856,True,106,Blues
614,Garrard Bartosek,True,562,Opera
615,Deadmau5 455,True,402,Country
616,Jolene McNay,True,828,K-Pop
617,Billie Eilish 745,False,94,Soul
618,Lady Gaga 356,True,398,Indie
619,Alesso 846,True,627,Trance
620,Diplo 225,False,544,Metal
621,Billie Eilish 829,False,920,EDM
622,Calvin Harris 201,True,373,Opera
623,Selene Burl,True,678,Techno
624,Dua Lipa 706,False,763,Chillout
625,Vonny Leachman,True,449,Gospel
626,Steve Aoki 76,True,351,Opera
627,Skrillex 344,True,563,Soul
628,Steve Aoki 318,True,578,Grunge
629,Taylor Swift 905,False,416,Drum & Bass
630,Steve Aoki 487,True,919,Gospel
631,Billie Eilish 125,False,254,Indie
632,Skrillex 642,True,517,Ambient
633,Isadora Quakley,True,16,Gospel
634,Tiësto 655,True,253,Country
635,Kygo 589,False,472,Country
636,Emlynn Barabisch,True,896,Trance
637,Alesso 683,True,945,HipHop
638,Armin van Buuren 433,False,299,EDM
639,Deadmau5 639,False,661,Blues
640,Eolanda Enden,True,543,Trance
641,Hamel Bromet,False,270,Alternative
642,Steve Aoki 553,True,510,Reggae
643,Rudyard Kegan,False,10,K-Pop
644,Terry Hathaway,True,114,House
645,Alesso 530,True,182,House
646,Bruno Mars 161,False,191,Gospel
647,Bartholomew Daniaud,True,950,J-Pop
648,Lizzo 759,True,611,HipHop
649,Billie Eilish 596,False,717,Metal
650,Kygo 313,False,112,Jazz
651,David Guetta 609,True,622,Jazz
652,Halsey 954,False,353,Gospel
653,Billie Eilish 817,True,650,Grunge
654,Dua Lipa 149,False,5,Indie
655,Lizzo 835,False,216,Latin
656,Craig Stapforth,True,464,Funk
657,Tiësto 648,True,310,Dubstep
658,Halsey 274,False,13,Indie
659,Kygo 257,False,112,Pop
660,Cullin Dreinan,False,914,Electronic
661,Kygo 839,False,894,HipHop
662,Phillida Lukianovich,False,243,Blues
663,Hardwell 116,False,764,Electronic
664,Diplo 781,False,123,Lounge
665,Halsey 890,False,192,J-Pop
666,Ariana Grande 583,False,721,Lounge
667,Harry Styles 100,False,803,Pop
668,Omero Garbott,False,837,Gospel
669,Denney Blaik,True,318,Ambient
670,Martin Garrix 245,True,97,Hardstyle
671,Justin Bieber 810,False,828,Blues
672,Lizzo 319,True,218,K-Pop
673,Kygo 887,False,525,HipHop
674,Khalid 954,False,178,J-Pop
675,Ed Sheeran 263,False,751,House
676,Zedd 464,True,913,EDM
677,Shawn Mendes 740,False,237,Dubstep
678,Post Malone 982,True,903,Chillout
679,Diplo 832,True,141,Ska
680,Cassy Roskeilly,False,63,Chillout
681,Hardwell 98,True,37,Techno
682,Sam Smith 208,False,935,Alternative
683,Melinda Armin,True,859,Ska
684,Bruno Mars 711,True,881,Opera
685,Drake 507,False,539,Hardstyle
686,Genna Skamal,True,495,Opera
687,Taylor Swift 888,False,240,Punk
688,Quinn Mains,True,372,EDM
689,Lizzo 732,False,196,J-Pop
690,Alexander Callan,False,549,Dubstep
691,Armin van Buuren 319,False,8,Pop
692,Tiësto 861,False,946,Techno
693,Armin van Buuren 393,True,926,Blues
694,Avicii 784,True,478,Pop
695,Ed Sheeran 327,True,209,EDM
696,Avicii 502,True,438,Electronic
697,Lolita Petricek,False,991,Hardstyle
698,Bartholomew Daniaud,True,177,Trance
699,Justin Bieber 167,True,781,Alternative
700,Taylor Swift 451,False,584,R&B
701,Eolanda Screwton,False,643,Blues
702,Zedd 755,True,521,J-Pop
703,Kygo 986,True,342,Drum & Bass
704,Sia 228,False,294,Hardstyle
705,Leo Node,True,203,Punk
706,Ed Sheeran 619,False,127,Pop
707,Leela Hodgin,False,546,Blues
708,Taylor Swift 282,True,289,Reggae
709,Adele 443,True,482,Latin
710,Zedd 881,True,647,Ambient
711,Kygo 680,True,144,Trance
712,David Guetta 96,False,257,Reggae
713,Lizzo 743,False,304,J-Pop
714,Lilah Thom,True,353,Disco
715,Sam Smith 907,False,642,R&B
716,Kygo 473,False,388,Disco
717,Rozelle Jeacock,False,598,Rock
718,Alesso 553,False,304,Trance
719,Denney Blaik,True,344,Trance
720,Armin van Buuren 598,False,934,Ambient
721,Carmen Erdes,False,455,Alternative
722,Judah Rudloff,False,948,HipHop
