performer_id,name,is_active,country_id,genre
220,Calvin Harris 757,True,414,Electronic
221,Skrillex 273,False,29,Techno
225,Marshmello 272,True,337,Disco
226,Steve Aoki 303,False,173,Rock
228,Skrillex 227,False,77,Trance
230,Avicii 656,False,763,Classical
232,Alesso 758,True,839,HipHop
235,Marshmello 159,False,333,Classical
236,Diplo 433,True,260,Ska
239,Kygo 2,True,1000,Drum & Bass
245,Steve Aoki 750,False,449,Soul
246,Kygo 366,False,153,Funk
250,Martin Garrix 965,True,405,Drum & Bass
253,Martin Garrix 358,True,821,Trance
255,Kygo 842,False,110,House
257,Tiësto 843,True,769,Electronic
258,David Guetta 357,True,704,Disco
262,Tiësto 715,True,826,Lounge
263,Martin Garrix 683,False,317,Ska
264,Hardwell 637,True,289,Disco
270,Deadmau5 553,True,108,Electronic
272,Armin van Buuren 282,False,209,Folk
273,Armin van Buuren 555,False,188,EDM
274,Skrillex 436,False,166,Gospel
281,Avicii 694,False,134,Techno
283,Calvin Harris 53,True,824,K-Pop
285,Zedd 256,True,697,Punk
287,Steve Aoki 60,True,272,Hardstyle
289,Calvin Harris 241,False,453,HipHop
291,Marshmello 790,True,329,EDM
294,Avicii 497,True,349,Chillout
295,David Guetta 609,True,38,Trance
298,Hardwell 165,False,760,Soul
299,Deadmau5 553,False,443,Dubstep
300,Steve Aoki 642,True,708,Gospel
302,Calvin Harris 352,False,864,Classical
306,Armin van Buuren 937,True,832,Chillout
307,Skrillex 264,False,647,J-Pop
308,Avicii 250,False,654,Folk
318,Deadmau5 880,True,403,Folk
320,David Guetta 506,True,96,Disco
323,Calvin Harris 435,True,705,Indie
329,Alesso 354,True,532,Disco
332,Tiësto 462,False,299,Latin
339,Alesso 652,False,137,Ambient
341,Skrillex 300,True,774,Opera
343,Deadmau5 722,True,772,Electronic
348,Hardwell 414,False,574,Alternative
349,Tiësto 581,True,16,Hardstyle
350,Skrillex 889,True,355,Indie
353,Avicii 19,True,736,House
354,Calvin Harris 341,True,51,Latin
357,Hardwell 93,True,249,Electronic
361,Tiësto 490,True,260,Indie
364,Diplo 729,False,350,Dubstep
365,Kygo 561,True,708,Latin
367,Kygo 747,True,609,Disco
370,Avicii 904,False,951,Gospel
371,Armin van Buuren 142,False,257,Hardstyle
375,Diplo 818,True,649,Indie
376,Skrillex 520,False,402,Metal
377,Kygo 605,False,540,Rock
379,Skrillex 79,True,781,Rock
381,Kygo 394,False,863,Techno
382,Deadmau5 488,True,442,Classical
384,Marshmello 108,True,171,HipHop
389,Marshmello 178,True,559,Ska
394,Steve Aoki 200,True,327,HipHop
402,Skrillex 115,False,29,Lounge
403,Diplo 657,True,392,HipHop
404,Hardwell 608,True,177,Dubstep
405,Tiësto 268,True,773,Gospel
406,Skrillex 413,False,640,J-Pop
408,Marshmello 63,False,91,Drum & Bass
411,Avicii 964,True,688,J-Pop
412,Diplo 514,True,767,Gospel
416,Armin van Buuren 46,False,231,Techno
419,Calvin Harris 707,False,435,Opera
425,Skrillex 482,True,39,Rock
427,Kygo 988,False,870,Lounge
431,Kygo 423,False,306,Soul
435,Tiësto 248,True,305,EDM
437,Armin van Buuren 619,True,575,Classical
438,Hardwell 455,True,350,Grunge
439,Hardwell 349,False,983,Classical
445,Calvin Harris 681,True,857,R&B
447,Kygo 708,False,612,Disco
452,Calvin Harris 204,False,103,Ska
454,Avicii 455,True,899,K-Pop
456,Tiësto 263,False,558,Lounge
460,Martin Garrix 853,True,752,Punk
462,Avicii 327,False,36,House
468,Armin van Buuren 708,False,437,Soul
471,Armin van Buuren 637,False,625,Disco
473,Skrillex 710,True,477,Opera
474,Calvin Harris 113,True,729,Drum & Bass
476,Steve Aoki 170,False,444,Rock
477,Kygo 275,False,832,Classical
478,Avicii 662,False,136,HipHop
479,Alesso 117,True,783,Indie
483,Marshmello 999,False,66,Chillout
486,Diplo 459,False,116,EDM
487,David Guetta 697,False,222,Dubstep
490,Martin Garrix 434,False,221,Trance
491,David Guetta 476,False,512,Dubstep
493,Kygo 321,False,260,Rock
495,Zedd 643,True,582,K-Pop
497,Deadmau5 729,False,275,Blues
504,Avicii 935,True,939,Trance
509,Kygo 257,True,957,Trance
511,Martin Garrix 564,True,389,Ska
513,Tiësto 929,True,357,HipHop
518,Deadmau5 872,True,500,Ambient
521,Kygo 107,True,134,R&B
522,Martin Garrix 872,True,311,Electronic
523,Martin Garrix 887,True,91,Metal
528,Armin van Buuren 848,False,199,R&B
529,Martin Garrix 35,False,66,Opera
533,Martin Garrix 675,True,32,J-Pop
535,Alesso 322,True,857,Indie
539,Marshmello 401,True,287,Lounge
543,Zedd 20,False,916,Indie
547,Hardwell 743,False,300,Jazz
548,Deadmau5 202,False,417,Jazz
553,Armin van Buuren 344,False,100,Dubstep
556,Martin Garrix 637,False,699,Rock
557,Kygo 935,False,378,Trance
563,David Guetta 551,True,692,Reggae
565,Diplo 170,True,554,Soul
566,Martin Garrix 210,False,541,Indie
569,Calvin Harris 328,True,930,Folk
573,Kygo 674,True,950,Folk
574,Marshmello 58,False,921,Latin
575,Deadmau5 754,False,918,Pop
577,Kygo 254,True,314,Opera
578,Steve Aoki 682,True,504,EDM
580,Martin Garrix 177,True,769,K-Pop
584,Avicii 611,False,228,Punk
587,Steve Aoki 16,True,794,Jazz
591,Zedd 812,True,322,Dubstep
592,Skrillex 676,True,926,Dubstep
594,Skrillex 222,False,559,Dubstep
597,Hardwell 693,False,550,Grunge
606,Martin Garrix 693,False,605,J-Pop
608,Steve Aoki 674,True,469,J-Pop
610,Zedd 37,True,328,Ska
613,Steve Aoki 86,True,106,Blues
615,David Guetta 81,True,402,Country
619,Martin Garrix 60,True,627,Trance
620,David Guetta 624,False,544,Metal
622,Steve Aoki 254,True,373,Opera
626,Marshmello 94,True,351,Opera
627,Steve Aoki 211,True,563,Soul
628,Tiësto 92,True,578,Grunge
630,Marshmello 522,True,919,Gospel
632,Hardwell 492,True,517,Ambient
634,Alesso 556,True,253,Country
635,Deadmau5 231,False,472,Country
637,Kygo 458,True,945,HipHop
638,Armin van Buuren 771,False,299,EDM
639,Zedd 865,False,661,Blues
642,Martin Garrix 438,True,510,Reggae
645,Skrillex 14,True,182,House
650,Calvin Harris 164,False,112,Jazz
651,Avicii 438,True,622,Jazz
657,Martin Garrix 304,True,310,Dubstep
659,Tiësto 543,False,112,Pop
661,Skrillex 141,False,894,HipHop
663,Tiësto 687,False,764,Electronic
664,Calvin Harris 551,False,123,Lounge
670,Zedd 513,True,97,Hardstyle
673,Deadmau5 621,False,525,HipHop
676,Diplo 245,True,913,EDM
679,Diplo 961,True,141,Ska
681,Calvin Harris 733,True,37,Techno
691,Alesso 144,False,8,Pop
692,Diplo 986,False,946,Techno
693,Avicii 501,True,926,Blues
694,Deadmau5 820,True,478,Pop
696,David Guetta 606,True,438,Electronic
702,Steve Aoki 689,True,521,J-Pop
703,Deadmau5 374,True,342,Drum & Bass
710,Kygo 403,True,647,Ambient
711,Deadmau5 80,True,144,Trance
712,Kygo 582,False,257,Reggae
716,Steve Aoki 326,False,388,Disco
718,Kygo 698,False,304,Trance
720,Marshmello 51,False,934,Ambient
725,Alesso 816,False,583,Grunge
730,Avicii 55,True,788,Jazz
734,Deadmau5 541,True,774,Grunge
735,David Guetta 661,True,494,EDM
737,Diplo 622,True,304,Ska
738,Armin van Buuren 641,False,558,Lounge
745,Diplo 162,True,50,Techno
750,Skrillex 239,True,750,HipHop
751,Deadmau5 446,True,379,Country
752,Deadmau5 930,True,753,Ambient
754,Alesso 158,False,96,Disco
755,Tiësto 34,False,946,Ska
756,Diplo 880,True,491,Gospel
757,Alesso 93,False,383,Electronic
762,Calvin Harris 85,False,313,Funk
763,Deadmau5 515,True,648,Ska
776,Marshmello 505,True,936,Jazz
778,Tiësto 827,True,213,Country
780,Kygo 4,False,502,Ambient
781,Deadmau5 202,True,161,K-Pop
782,Steve Aoki 202,False,123,HipHop
783,Diplo 725,True,399,Techno
785,Marshmello 27,False,218,Ska
786,Avicii 287,True,214,R&B
787,Hardwell 351,True,685,Blues
789,Skrillex 824,True,234,Disco
793,Martin Garrix 387,False,945,Pop
795,Marshmello 546,False,112,Hardstyle
799,Hardwell 193,True,108,Electronic
800,Deadmau5 125,True,103,Dubstep
811,Zedd 138,True,856,Blues
813,Armin van Buuren 45,False,64,Folk
814,Armin van Buuren 123,True,293,HipHop
815,Skrillex 614,False,812,Drum & Bass
819,Diplo 662,False,668,Rock
820,Hardwell 587,True,153,Jazz
830,Martin Garrix 789,False,506,Dubstep
834,Calvin Harris 516,True,499,Grunge
837,Marshmello 229,False,113,EDM
838,Alesso 367,False,617,Trance
840,David Guetta 375,False,238,Funk
850,Alesso 51,False,268,Dubstep
851,Kygo 913,False,692,Dubstep
855,Deadmau5 709,False,17,Classical
864,Calvin Harris 435,True,38,Lounge
867,Steve Aoki 288,True,658,Trance
869,Diplo 897,False,243,Funk
871,Skrillex 636,True,894,Soul
880,Avicii 126,False,411,K-Pop
886,Deadmau5 733,True,770,Drum & Bass
888,Diplo 875,True,168,Indie
891,Kygo 326,False,948,Trance
901,Steve Aoki 508,True,578,Country
904,Armin van Buuren 952,False,938,Lounge
905,Diplo 282,True,303,Drum & Bass
913,Marshmello 798,True,234,Techno
914,Diplo 976,False,602,Opera
915,Armin van Buuren 389,False,748,Ska
918,Marshmello 21,False,701,Ska
919,David Guetta 620,False,96,Reggae
928,Diplo 413,False,567,Drum & Bass
930,Diplo 343,True,337,Blues
931,Tiësto 904,True,142,Blues
935,Armin van Buuren 550,False,901,R&B
939,Alesso 257,True,705,Ambient
941,Skrillex 426,True,452,Funk
945,Zedd 303,True,161,Rock
953,Alesso 244,True,756,Alternative
958,Hardwell 202,False,828,Reggae
960,Diplo 936,True,714,Indie
962,Calvin Harris 200,True,513,Ska
966,Deadmau5 399,False,460,Hardstyle
970,Zedd 600,True,356,Folk
972,Avicii 500,True,968,Drum & Bass
977,Diplo 255,False,248,Lounge
980,Zedd 756,True,378,Country
989,Avicii 866,False,886,Lounge
990,Zedd 282,True,383,Classical
991,Steve Aoki 29,True,677,Alternative
992,Armin van Buuren 227,False,372,Disco
993,Marshmello 692,True,698,Jazz
